ID,COMPANY,PRODUCTION,DETAIL
1,安邦人寿保险股份有限公司,安邦附加住院津贴团体医疗保险,http://www.iachina.cn/IC/tkk/01/b733f1d0-059f-4466-a21b-67e4eb879a5e.html
2,安邦人寿保险股份有限公司,安邦附加四季通宝意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/899146b4-12cb-445a-96e4-a4c9d5f77c4d.html
3,安邦人寿保险股份有限公司,安邦附加安保1号意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/66e62d52-eac4-41a6-88c1-ebe58de351d3.html
4,安邦人寿保险股份有限公司,安邦附加安定兴邦住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/517afd04-616b-4088-aab6-496a9fefa90b.html
5,安邦人寿保险股份有限公司,安邦附加安康2号住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/3c5e4045-6858-4135-b7b2-f6ee35e594e7.html
6,安邦人寿保险股份有限公司,安邦附加公共保额团体医疗保险,http://www.iachina.cn/IC/tkk/01/20227227-12ca-410e-bde4-e777de1211d7.html
7,安邦人寿保险股份有限公司,安邦附加安顺1号意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/07e7e0bf-a98b-46e4-87fc-0fa84dab34ed.html
8,安邦人寿保险股份有限公司,安邦附加安康6号住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/78d3a874-2660-4201-abd7-e3ed75844e46.html
9,长城人寿保险股份有限公司,长城安康团体住院定额给付医疗保险,http://www.iachina.cn/IC/tkk/01/8f70e2ed-12f7-4db6-adf2-243e907c0623.html
10,光大永明人寿保险有限公司,光大永明附加兴顺意外伤害住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/c4e5660c-2775-4009-b4d4-cb373e221ed9.html
11,恒安标准人寿保险有限公司,恒安标准附加意外伤害住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/b35c7400-741e-42c5-958d-bb367bc171c3.html
12,恒安标准人寿保险有限公司,恒安标准附加意外伤害住院津贴团体医疗保险,http://www.iachina.cn/IC/tkk/01/834052ce-b6bf-46ea-a563-34c8d38924c4.html
13,君龙人寿保险有限公司,君龙附加意外住院定额给付医疗保险(2009),http://www.iachina.cn/IC/tkk/01/a3d07b56-2ce0-4542-8796-6706ca80c24f.html
14,农银人寿保险股份有限公司,农银附加团体意外伤害住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/b4817697-e44e-4a1c-b309-deb1bd1ba7d6.html
15,农银人寿保险股份有限公司,农银附加意外伤害住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/48298f5c-54aa-4516-9de4-badc62835634.html
16,农银人寿保险股份有限公司,农银附加住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/3aee79a5-844b-4662-aa10-508853c96415.html
17,平安健康保险股份有限公司,平安附加住院定额给付医疗保险,http://www.iachina.cn/IC/tkk/01/b4803172-0f2b-4a1e-b70f-30f442cbf13f.html
18,平安健康保险股份有限公司,平安住院津贴团体医疗保险,http://www.iachina.cn/IC/tkk/01/557a3802-f8c6-438a-8036-1cad9434a224.html
19,中意人寿保险有限公司,中意附加金元宝意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/a650eacb-5279-4b1a-8fd0-1043a39253aa.html
20,中意人寿保险有限公司,中意附加意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/6667c1f3-236f-437e-9beb-e3438685ff57.html
21,太平养老保险股份有限公司,太平附加盛世团体意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/2d282494-090e-486e-bb1b-4eef82802d01.html
22,太平养老保险股份有限公司,太平附加盛世重大疾病住院津贴团体医疗保险,http://www.iachina.cn/IC/tkk/01/0c4c2251-f845-4875-ae5e-3fab537baecf.html
23,太平养老保险股份有限公司,太平附加盛世重大疾病住院津贴团体医疗保险（B款）,http://www.iachina.cn/IC/tkk/01/0222bd5d-c090-4f41-b199-b3b4dc384d33.html
24,中意人寿保险有限公司,中意附加旅行意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/a2608b72-99d7-49cf-a8ce-1e3e2cbe2a62.html
25,中意人寿保险有限公司,中意附加年年创意住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/4da1223f-3c32-43ae-8913-f509b798075d.html
26,太平养老保险股份有限公司,太平附加盛世意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/712ad469-eae7-4cc9-8e57-ef52799d5aee.html
27,太平养老保险股份有限公司,太平附加盛世重大疾病住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/301379e7-2694-495d-96b5-dd25ea88d968.html
28,信诚人寿保险有限公司,信诚附加手术津贴医疗保险,http://www.iachina.cn/IC/tkk/01/eab68e87-2835-4b63-b9e9-55309931c171.html
29,信诚人寿保险有限公司,信诚附加意外住院津贴团体医疗保险,http://www.iachina.cn/IC/tkk/01/e208b3af-f0d4-45d1-a896-7f70aac5483c.html
30,信诚人寿保险有限公司,信诚附加老年住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/d827921d-9dc4-49a2-9e68-99ff2bf86d8f.html
31,信诚人寿保险有限公司,信诚附加手术津贴团体医疗保险B款,http://www.iachina.cn/IC/tkk/01/ca59f133-96be-4ad3-9e6e-b6e5fe12d267.html
32,信诚人寿保险有限公司,信诚附加至尊「悦·享」老年住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/b9036eff-86b3-433d-a305-152fcef9d763.html
33,信诚人寿保险有限公司,信诚附加住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/93bb1343-4c38-4bf4-bc91-c361d5e9d651.html
34,信诚人寿保险有限公司,信诚附加住院津贴团体医疗保险B款,http://www.iachina.cn/IC/tkk/01/5bd1d649-e5e8-42a9-8a7a-3d6192bb489f.html
35,信诚人寿保险有限公司,信诚附加「康乐无忧」长期医疗保险,http://www.iachina.cn/IC/tkk/01/3924d42f-866f-4b8d-ba4d-af5cc032b799.html
36,信诚人寿保险有限公司,信诚附加老年住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/1c8fd8b2-3622-40e2-a787-8d2f4c77cc38.html
37,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司流感卫士住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/d701540f-23b7-4c6a-a3f8-51e416c29cb2.html
38,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加安心无忧意外住院补贴医疗保险,http://www.iachina.cn/IC/tkk/01/80b66ec2-6282-40bb-8a36-bf61319b4622.html
39,友邦人寿保险有限公司,友邦附加天惠意外住院给付医疗保险,http://www.iachina.cn/IC/tkk/01/f678a570-77c8-42ef-9635-6952ad5eb680.html
40,友邦人寿保险有限公司,友邦附加境外天惠丧葬费用医疗保险,http://www.iachina.cn/IC/tkk/01/ec8bc1a7-9758-4976-aca0-5ce13b8f0191.html
41,友邦人寿保险有限公司,友邦附加境外天惠身故遗体送返医疗保险,http://www.iachina.cn/IC/tkk/01/b438a9a5-4efb-44e6-a6b0-b95be07d997f.html
42,友邦人寿保险有限公司,友邦附加境外天惠运送和送返医疗保险,http://www.iachina.cn/IC/tkk/01/9149178a-9d19-4516-9547-0b2071920874.html
43,友邦人寿保险有限公司,友邦附加日日无忧意外住院给付医疗保险,http://www.iachina.cn/IC/tkk/01/6d124afd-2533-4cf9-8789-34df639fb961.html
44,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加团体住院津贴医疗保险（B款）,http://www.iachina.cn/IC/tkk/01/a43b7880-0c63-4524-9c94-19deb7eff1f8.html
45,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加住院津贴医疗保险（2010）,http://www.iachina.cn/IC/tkk/01/9593df5d-e9f3-4d1d-a5eb-ba3ffa2a74f0.html
46,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加住院津贴医疗保险（C款）,http://www.iachina.cn/IC/tkk/01/038c347e-5ee2-4f67-aeab-e48391253b12.html
47,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加住院补贴医疗保险（B款）,http://www.iachina.cn/IC/tkk/01/ed39486f-5df0-473e-b9cc-be44761c5eca.html
48,珠江人寿保险股份有限公司,珠江附加意外住院津贴医疗保险（A款）,http://www.iachina.cn/IC/tkk/01/954f93e2-2b86-4c6f-b567-de18dff465ce.html
49,珠江人寿保险股份有限公司,珠江附加团体住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/686312a5-4bc9-44e6-93fe-978508b6aa49.html
50,珠江人寿保险股份有限公司,珠江附加团体意外住院津贴医疗保险,http://www.iachina.cn/IC/tkk/01/54ac9291-fe8e-4e55-92b3-48cd6d287953.html
51,中美联泰大都会人寿保险有限公司,中美大都会人寿保险有限公司短期住院津贴医疗保险（2010版）,http://www.iachina.cn/IC/tkk/01/e6b7e1a4-e38d-464c-a075-5af33784bbee.html
52,中美联泰大都会人寿保险有限公司,中美大都会人寿保险有限公司附加住院津贴医疗保险（C款）,http://www.iachina.cn/IC/tkk/01/da3d81df-8287-4989-8503-c31cd9588702.html
