ID,COMPANY,PRODUCTION,DETAIL
1,北大方正人寿保险有限公司,账户式团体医疗健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/bb97a4e2-e241-446e-b89f-5dac43dd5ec8.html
2,东吴人寿保险股份有限公司,东吴健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/491ce1ef-9848-441d-bf1a-904e6abdf86e.html
3,瑞泰人寿保险有限公司,瑞泰健康安享团体健康保障委托管理产品B款,http://www.iachina.cn/IC/tkk/01/05d722b2-633e-48ce-a30a-b823a9bc1964.html
4,瑞泰人寿保险有限公司,瑞泰健康安享团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/102d4299-ce65-4d6d-b814-9788f732dadf.html
5,太平养老保险股份有限公司,太平盛世蓝盾健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/ad66f4f9-ce0d-40e9-ae4f-4ea00c730b67.html
6,信诚人寿保险有限公司,信诚「福利盈生」团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/9f0beae1-181e-4a0b-b473-14d99fcb54ab.html
7,幸福人寿保险股份有限公司,幸福健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/515bd605-e7d7-433e-b485-f7c13bf74d36.html
8,友邦人寿保险有限公司,友邦健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/0781daee-0e42-4984-8e70-a148ab268ad2.html
9,英大泰和人寿保险股份有限公司,英大人寿泰和健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/a539f76e-3fc6-4975-9002-40d3e564e563.html
10,中国太平洋人寿保险股份有限公司,团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/e42134f1-a6c3-4dd4-8cfb-0075491303f5.html
11,中国太平洋人寿保险股份有限公司,高额补充团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/0be087e0-3787-48fe-9306-304bc9d9b6aa.html
12,中韩人寿保险有限公司,中韩健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/191c1da2-498b-4701-a643-77535ed98850.html
13,建信人寿保险有限公司,无忧健康保障委托管理,http://www.iachina.cn/IC/tkk/01/d4a6726b-3795-4f9b-aca9-6d19b7abfcfb.html
14,新华人寿保险股份有限公司,团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/e79e9f4b-cb03-4e17-a43b-f6edcfddebf6.html
15,工银安盛人寿保险有限公司,工银安盛人寿合泰健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/bcf876cd-c1bf-483e-ad26-941cf45dbc33.html
16,建信人寿保险有限公司,建信人寿无忧(B)健康保障委托管理,http://www.iachina.cn/IC/tkk/01/a61130fd-0b26-4d0a-896f-d974c0fbbbf0.html
17,农银人寿保险股份有限公司,农银尊享团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/916a5599-7d75-4bfc-a02a-87ae05ade197.html
18,和谐健康保险股份有限公司,和谐万年青健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/914d91b8-258e-4c5d-be9c-c5fca24d0dec.html
19,前海人寿保险股份有限公司,前海康瑞健康保障委托管理产品(2013),http://www.iachina.cn/IC/tkk/01/ecd2213b-f979-4680-830a-03755fa60466.html
20,新光海航人寿保险有限责任公司,新光海航团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/110f19c8-40c7-4bf2-b489-80eac74ee201.html
21,中国人民健康保险股份有限公司,中国人民健康保险股份有限公司基本医疗保险委托经办管理合同,http://www.iachina.cn/IC/tkk/01/e94bc0a6-c0b3-4095-a894-9f6383f0719f.html
22,中国人民健康保险股份有限公司,中国人民健康保险股份有限公司贴心管家健康保障委托管理合同,http://www.iachina.cn/IC/tkk/01/d46ffe36-c9b1-4ff4-96ed-b9d55c7e978d.html
23,招商信诺人寿保险有限公司,招商信诺团体员工健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/44d69614-5e5a-4f13-926c-a3eefe22a55d.html
24,泰康人寿保险有限责任公司,泰康人寿保险股份有限公司健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/fb26a34b-0d80-47aa-8b35-df19a3039fa7.html
25,中宏人寿保险有限公司,中宏人寿健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/04c4e2d0-979a-4c02-b047-535134aa6d44.html
26,中国人民人寿保险股份有限公司,人保寿险补充医疗健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/bf37cb1a-08b5-4684-a3e4-ba256e1a0fcb.html
27,中国太平洋人寿保险股份有限公司,长馨团体护理健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/ddc710d9-95a1-4a1e-a2c1-47852cef1dfa.html
28,中国太平洋人寿保险股份有限公司,健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/c8e5088b-0da6-4c0d-bcdd-75b6c10d7a9a.html
29,中新大东方人寿保险有限公司,恒大人寿健康保障委托管理合同,http://www.iachina.cn/IC/tkk/01/d1acd1e9-f2d0-4b41-a976-2dcf0067eb93.html
30,德华安顾人寿保险有限公司,德华安顾团体企业补充医疗健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/f88214f0-01fb-4718-a12a-5a73784c530c.html
31,德华安顾人寿保险有限公司,德华安顾账户式补充医疗团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/b2198a30-e43a-495e-813b-b4232c1c5236.html
32,德华安顾人寿保险有限公司,德华安顾账户式医疗团体健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/0981f4b0-5915-4ad3-a776-82ae3a8b19e1.html
33,泰康养老保险股份有限公司,泰康养老保险股份有限公司健康保障委托管理合同,http://www.iachina.cn/IC/tkk/01/c8cf7d44-7f98-4eb7-bf75-7965d24a5f6d.html
34,爱心人寿保险股份有限公司,爱心健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/e9e683d2-76ea-4766-9945-a3ff8cc896a1.html
35,北京人寿保险股份有限公司,北京人寿健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/136963b6-d530-47f0-92e5-5e179abb9972.html
36,国华人寿保险股份有限公司,国华健康保障委托管理产品,http://www.iachina.cn/IC/tkk/01/48e237be-0137-4c0d-aa0c-9e6a1f4003db.html
