ID,COMPANY,PRODUCTION,DETAIL
1,安邦人寿保险股份有限公司,安邦附加盛世安康防癌疾病保险,http://www.iachina.cn/IC/tkk/01/efba3adf-dc40-4847-8f9b-ead0d4daf392.html
2,平安健康保险股份有限公司,平安附加女性安康团体疾病保险,http://www.iachina.cn/IC/tkk/01/72433341-0b21-4134-809c-8585947c9baf.html
3,中意人寿保险有限公司,中意昆仑关爱终身疾病保险,http://www.iachina.cn/IC/tkk/01/ed32bdf5-afe7-4aa4-a0a6-b21aed3e2763.html
4,中意人寿保险有限公司,中意附加优享专项疾病保险,http://www.iachina.cn/IC/tkk/01/48e8e9e1-ca01-4601-92b5-d98b8297584f.html
5,中意人寿保险有限公司,中意附加吉祥专项疾病保险,http://www.iachina.cn/IC/tkk/01/e84fa926-de98-44ed-bf3f-9815db737186.html
6,中意人寿保险有限公司,中意附加乐安康疾病保险,http://www.iachina.cn/IC/tkk/01/b27d9e55-ef9d-45f2-8353-9310a7c996a3.html
7,信诚人寿保险有限公司,信诚附加「康乐人生」防癌长期疾病保险,http://www.iachina.cn/IC/tkk/01/bc26a3ce-aed0-4707-8b3d-fbfbb063362c.html
8,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加合美人生防癌疾病保险（B款）,http://www.iachina.cn/IC/tkk/01/5d2cedce-8bf2-4546-b0cf-d744f42c8e56.html
9,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加合美人生防癌疾病保险（C款）,http://www.iachina.cn/IC/tkk/01/4dae50ca-42fe-444d-a629-cb0b85ba4676.html
10,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司附加合美人生防癌疾病保险（C款）,http://www.iachina.cn/IC/tkk/01/d334b922-36f3-4161-9d33-355ebd116974.html
11,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司附加合美人生防癌疾病保险（B款）,http://www.iachina.cn/IC/tkk/01/c2c05c9a-d14a-43b0-9aa5-3e057d0c23f4.html
12,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司附加合美人生防癌疾病保险（A款）,http://www.iachina.cn/IC/tkk/01/ae67b5dc-8ce3-4d95-bc97-da1d1986d9a9.html
13,中美联泰大都会人寿保险有限公司,中美大都会人寿保险有限公司贴心守护防癌疾病保险（2008版）,http://www.iachina.cn/IC/tkk/01/59092f5b-46db-45cd-9534-9116fe5f45bd.html
14,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加合美人生防癌疾病保险（A款）,http://www.iachina.cn/IC/tkk/01/dd6d1f07-274b-4160-a7d1-7c0f72638dc3.html
15,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司贴心守护防癌疾病保险（2008版）,http://www.iachina.cn/IC/tkk/01/d2b022a3-8632-4c90-bad1-13992eca6be3.html
16,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司都会珍爱防癌疾病保险（2010版）,http://www.iachina.cn/IC/tkk/01/4c8c0047-161f-48ae-bb7e-ed118202684a.html
17,恒安标准人寿保险有限公司,恒安标准附加贝保障呼吸系统癌症疾病保险,http://www.iachina.cn/IC/tkk/01/f965438b-624b-42ce-a43d-b53cadccc0c7.html
18,恒安标准人寿保险有限公司,恒安标准附加特定恶性肿瘤危重疾病保险（A款）,http://www.iachina.cn/IC/tkk/01/a0b5148c-81e2-42e4-979c-a0e99c77bbe1.html
19,恒安标准人寿保险有限公司,恒安标准附加特定恶性肿瘤危重疾病保险（B款）,http://www.iachina.cn/IC/tkk/01/165db481-5405-488c-bbf6-3c9e487b5ab9.html
20,君康人寿保险股份有限公司,正德女性安康团体疾病保险,http://www.iachina.cn/IC/tkk/01/415243a3-f961-4cfe-86e0-d8b25f95fb8a.html
21,泰康人寿保险有限责任公司,泰康微互助短期防癌疾病保险,http://www.iachina.cn/IC/tkk/01/f07feba7-7f8a-4976-9b70-1555347c27ae.html
22,中国人民健康保险股份有限公司,中国人民健康保险股份有限公司守护天使少儿特定疾病保险,http://www.iachina.cn/IC/tkk/01/e174c1da-b10c-4225-a0fd-474f70e00ff7.html
23,中国人民健康保险股份有限公司,中国人民健康保险股份有限公司关爱专家特定疾病团体疾病保险,http://www.iachina.cn/IC/tkk/01/24275286-90fd-4050-8383-60108b8d180e.html
24,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司老有保恶性肿瘤长期疾病保险,http://www.iachina.cn/IC/tkk/01/d1b88d9e-9280-4f50-b9f3-1df071e82b51.html
25,太平养老保险股份有限公司,太平盛世乳腺癌疾病保险,http://www.iachina.cn/IC/tkk/01/f8227e16-1c0a-4e4d-8d0c-ce5e616c0c2f.html
26,太平养老保险股份有限公司,太平盛世团体关爱尊长癌症疾病保险,http://www.iachina.cn/IC/tkk/01/6936df90-a70b-44bc-9e9f-cb61ff103adf.html
27,建信人寿保险有限公司,龙行康佑2号恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/f8a1a840-eeef-4d99-a339-20ba96ccb103.html
28,中德安联人寿保险有限公司,安联附加恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/b077895d-97c0-4dee-8696-84a820cf3474.html
29,中银三星人寿保险有限公司,中银三星尊享护佑恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/8a5615c3-8a99-4e51-b7a4-848bf208380c.html
30,国联人寿保险股份有限公司,国联人寿保险股份有限公司康如意终身恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/a176264b-06cd-4ee0-97ac-9ea87a27001b.html
31,国联人寿保险股份有限公司,国联人寿保险股份有限公司康孝宝恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/8a62c8dc-dda1-43db-826a-7d35d75e306a.html
32,生命人寿保险股份有限公司,富德生命康富人生防癌疾病保险,http://www.iachina.cn/IC/tkk/01/81dac2ed-109e-44d7-acc8-4c8c527e8c6e.html
33,友邦人寿保险有限公司,友邦安享全佑恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/a98f33d8-5a10-43a3-9108-2fda51d6f6df.html
34,富德生命人寿保险股份有限公司,富德生命康爱星防癌疾病保险,http://www.iachina.cn/IC/tkk/01/c77ec95f-eaa9-4ee3-a17f-11b8b6be3406.html
35,中国人寿保险股份有限公司,国寿康爱E生恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/7f55840f-d7a9-4ce5-aaac-d8a8b1b8509b.html
36,友邦人寿保险有限公司,友邦附加全佑爱无忧恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/59d4dceb-2546-4733-970f-af379b124509.html
37,友邦人寿保险有限公司,友邦附加少儿爱无忧恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/57e01855-a564-4008-acf3-f60dacf702d0.html
38,中银三星人寿保险有限公司,中银三星祥乐恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/edd165a3-cac4-4695-bbd1-470b89964432.html
39,北大方正人寿保险有限公司,爱佑同心团体恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/48a9414a-63ec-4a91-9463-c8dbdce178cb.html
40,昆仑健康保险股份有限公司,昆仑健康保险股份有限公司团体防癌疾病保险,http://www.iachina.cn/IC/tkk/01/0d7baaa5-a185-4c0e-9b3a-e65623f73ef1.html
41,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司恶性肿瘤短期疾病保险,http://www.iachina.cn/IC/tkk/01/11a01d25-4fdf-40b8-82ce-5206b8f294cc.html
42,中韩人寿保险有限公司,中韩附加悦安康恶性肿瘤疾病保险A款,http://www.iachina.cn/IC/tkk/01/07586257-1e4c-401c-8e96-22bdd233a98d.html
43,恒大人寿保险有限公司,恒大常青藤恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/2de3487e-6666-47d3-9fd4-5c0ff669ad26.html
44,恒安标准人寿保险有限公司,恒安标准恶性肿瘤危重疾病保险（2018）,http://www.iachina.cn/IC/tkk/01/12875594-dfae-4b01-a3f4-317f482273dc.html
45,恒安标准人寿保险有限公司,恒安标准附加恶性肿瘤危重疾病保险（A款）,http://www.iachina.cn/IC/tkk/01/8f63c1c2-a81d-49dd-a469-13c004df5d99.html
46,恒安标准人寿保险有限公司,恒安标准一生无忧恶性肿瘤危重疾病保险,http://www.iachina.cn/IC/tkk/01/07026dd7-8b4e-4829-a4d7-aa2e408dd930.html
47,恒安标准人寿保险有限公司,恒安标准老年恶性肿瘤危重疾病保险(B款),http://www.iachina.cn/IC/tkk/01/51a2bf98-7e7f-4462-9c9f-23303117b9b8.html
48,中宏人寿保险有限公司,中宏宏创2017恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/2c77308d-7f7b-4b04-9499-dc67dc41a3a2.html
49,中德安联人寿保险有限公司,安联附加恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/ffee2220-07af-495f-bfdd-cc2681af62b0.html
50,中国人民人寿保险股份有限公司,人保寿险金色重阳防癌疾病保险,http://www.iachina.cn/IC/tkk/01/eaab44a9-917c-4890-a340-2c92e650f92d.html
51,中意人寿保险有限公司,中意附加爱加倍恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/95ab92d5-9ee5-4b63-b793-152aee3b3733.html
52,华夏人寿保险股份有限公司,华夏女性团体疾病保险,http://www.iachina.cn/IC/tkk/01/56dbc022-87d7-497d-8744-30546d48023a.html
53,中华联合人寿保险股份有限公司,中华康爱臻享防癌疾病保险,http://www.iachina.cn/IC/tkk/01/00313fc3-f8c1-4aef-bb9d-620f6f9f2a5b.html
54,中华联合人寿保险股份有限公司,中华安享人生团体老年防癌疾病保险,http://www.iachina.cn/IC/tkk/01/c3580f26-4383-4348-b265-9506b3230b66.html
55,国华人寿保险股份有限公司,国华优选恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/a95e495e-92a3-44b5-aa03-9b059d583d9a.html
56,国华人寿保险股份有限公司,国华1号恶性肿瘤疾病保险A款,http://www.iachina.cn/IC/tkk/01/2284c512-a625-4474-a4af-4c0f3679bc46.html
57,中意人寿保险有限公司,中意附加爱无忧D款恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/8f21d3ac-9a06-4673-ab27-52cab0710642.html
58,中意人寿保险有限公司,中意优享恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/0bddc3a3-b417-45df-a751-5a490d15e446.html
59,国联人寿保险股份有限公司,国联人寿保险股份有限公司康如意终身恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/74fc423e-3158-4dc7-a76e-a22af9bdeda1.html
60,国联人寿保险股份有限公司,国联人寿保险股份有限公司康孝宝恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/5c033613-d4be-4252-9f29-e5da3bd24ede.html
61,富德生命人寿保险股份有限公司,富德生命康爱防癌疾病保险,http://www.iachina.cn/IC/tkk/01/ca576856-0486-4494-8452-fd71d5b8657f.html
62,复星联合健康保险股份有限公司,复星联合药神一号疾病保险,http://www.iachina.cn/IC/tkk/01/90775ca0-8701-4df7-9a7e-f782cc4bfe82.html
63,恒大人寿保险有限公司,恒大恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/f9796755-1f4f-4d0e-b727-a357a23f152b.html
64,华夏人寿保险股份有限公司,华夏常青藤老年防癌疾病保险,http://www.iachina.cn/IC/tkk/01/d7bd00a4-36cc-41d2-93c4-e8883c873c3f.html
