ID,COMPANY,PRODUCTION,DETAIL
1,安邦人寿保险股份有限公司,安邦价值增长8号终身寿险（分红型）A款,http://www.iachina.cn/IC/tkk/01/f93230a5-55b1-4b18-92f6-70eaa3d9e5b2.html
2,安邦人寿保险股份有限公司,安邦财富增长666号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/f6c6cc98-87dd-4e49-a4fa-75c00e596f34.html
3,安邦人寿保险股份有限公司,安邦盛世3号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/922790fe-4554-40bd-add3-02019c82391b.html
4,安邦人寿保险股份有限公司,安邦白玉樽1号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/7ddd6325-ef20-414c-943c-625e34f31f91.html
5,安邦人寿保险股份有限公司,安邦盛世5号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/4cf2ec9c-0291-4ac6-ae4e-e1e14c53c8be.html
6,安邦人寿保险股份有限公司,安邦盛世2号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/138dbabb-d854-45c6-8306-7f482f299fa9.html
7,安邦人寿保险股份有限公司,安邦惠农5号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/ce9c62be-514c-44b0-9623-30f67abd8ed4.html
8,安邦人寿保险股份有限公司,安邦盛世无忧终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/c6da187a-28ba-4807-a893-3b441e9f59d2.html
9,安邦人寿保险股份有限公司,安邦福寿延年终身寿险（分红型）,http://www.iachina.cn/IC/tkk/01/af4805df-1833-492a-8ec8-840215cdb6b3.html
10,安邦人寿保险股份有限公司,安邦长寿添利终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/8d9e345e-0c16-4b46-b6cc-f6eac30b732f.html
11,安邦人寿保险股份有限公司,安邦盛世8号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/85e3f9c8-c5bf-41f5-ac15-f61e646b2658.html
12,安邦人寿保险股份有限公司,安邦安行天下终身寿险（分红型）,http://www.iachina.cn/IC/tkk/01/64923e67-cba7-4def-98b0-6d7af55ad2b2.html
13,安邦人寿保险股份有限公司,安邦慧理财1号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/62962977-d38a-4a7b-b854-c84d4adaa61e.html
14,安邦人寿保险股份有限公司,安邦E盛世终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/10eb743c-b9de-49d0-9248-bee0a6f086d5.html
15,安邦人寿保险股份有限公司,安邦裕富满堂2号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/06a46ad5-3957-4775-8d5d-3df556b22ed9.html
16,长城人寿保险股份有限公司,长城幸福人生终身寿险B款,http://www.iachina.cn/IC/tkk/01/6563ac39-623f-4fdd-87ea-9b182391506d.html
17,农银人寿保险股份有限公司,嘉禾锦绣前程少儿终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/4cd56693-2734-498b-a9d9-126bca8cc657.html
18,泰康人寿保险有限责任公司,泰康智慧理财B款终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/f33e9f28-1335-4608-be2c-69132979c162.html
19,中意人寿保险有限公司,中意附加睿选创富理财投资连结保险,http://www.iachina.cn/IC/tkk/01/661f690f-b0e7-4971-9f8f-c39de5c2c329.html
20,信诚人寿保险有限公司,信诚「运筹」慧选投资连结保险,http://www.iachina.cn/IC/tkk/01/e1fd08c9-4234-4d41-bedb-6f534bacc0df.html
21,信诚人寿保险有限公司,信诚「智尚人生」投资连结保险,http://www.iachina.cn/IC/tkk/01/d058f583-9698-4dbb-a8ed-066eb1be695f.html
22,信诚人寿保险有限公司,信诚终身寿险,http://www.iachina.cn/IC/tkk/01/ba17b41c-dc77-4e3c-8273-e55a38810962.html
23,信诚人寿保险有限公司,信诚终身寿险,http://www.iachina.cn/IC/tkk/01/b5cbeff5-e796-473f-8bcd-f798aad58def.html
24,信诚人寿保险有限公司,信诚「创未来」丰盈终身寿险（分红型）,http://www.iachina.cn/IC/tkk/01/a912a9a0-6dd4-46de-a968-fc7c13147837.html
25,信诚人寿保险有限公司,信诚附加「运筹」慧选投资连结保险,http://www.iachina.cn/IC/tkk/01/a336f22e-212f-4334-81e6-a55e5a919c6e.html
26,信诚人寿保险有限公司,信诚「创未来」丰盈终身寿险（分红型）,http://www.iachina.cn/IC/tkk/01/77563ddc-8066-4a81-bdb0-461460fdd51a.html
27,信诚人寿保险有限公司,信诚「福利金生」团体终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/61d5dfd0-841c-40dc-b3d4-eaa6711202a8.html
28,信诚人寿保险有限公司,信诚至尊「悦·享」终身寿险（分红型）,http://www.iachina.cn/IC/tkk/01/44624fae-c634-42ac-a9c3-86abfa567c96.html
29,信诚人寿保险有限公司,信诚「安心倚」投资连结保险,http://www.iachina.cn/IC/tkk/01/0b8018f8-f5ee-4b22-9f41-30058929997c.html
30,信诚人寿保险有限公司,信诚附加「运筹」慧选投资连结保险,http://www.iachina.cn/IC/tkk/01/094aecc6-9e44-4ec0-bc8a-e6495fcac5cd.html
31,信诚人寿保险有限公司,信诚附加「安心倚」投资连结保险,http://www.iachina.cn/IC/tkk/01/07fb7c6c-b308-402b-b1be-4be98b1e334d.html
32,信诚人寿保险有限公司,信诚「运筹」慧选投资连结保险,http://www.iachina.cn/IC/tkk/01/011b744b-fd1b-454f-a025-90427e86b984.html
33,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司财富传家终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/d269cc79-094e-4ad9-943b-36d0de10e4f3.html
34,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司终身寿险（分红型，2011）,http://www.iachina.cn/IC/tkk/01/bfefd7bc-48e0-4144-a962-d4e356273ace.html
35,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司财富赢家终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/73fc9e84-3cf6-4404-a677-601e5821003f.html
36,英大泰和人寿保险股份有限公司,英大金生金世终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/eeb1fa88-85ac-4c95-af6a-f09e2652f409.html
37,中德安联人寿保险有限公司,安联安盈丰瑞投资连接保险,http://www.iachina.cn/IC/tkk/01/ec6d249f-957b-473d-bd74-23256207ede5.html
38,中德安联人寿保险有限公司,安联安盈丰瑞投资连接保险,http://www.iachina.cn/IC/tkk/01/9df394b1-4724-4193-b3af-37ffd835c3a6.html
39,中德安联人寿保险有限公司,安联安盈丰瑞投资连接保险,http://www.iachina.cn/IC/tkk/01/245fc470-75f4-488b-8905-be1e5a5c074b.html
40,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司终身寿险（分红型，2011）,http://www.iachina.cn/IC/tkk/01/f2aed9ae-1429-4633-9902-be96acc5b5a3.html
41,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司财富赢家终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/92becd85-68df-40f4-9a5c-75935738207b.html
42,中荷人寿保险有限公司,中荷家业常青终身寿险,http://www.iachina.cn/IC/tkk/01/d75ae3a8-e55c-4966-b62d-2913958907b6.html
43,珠江人寿保险股份有限公司,珠江汇赢3号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/a2f19b29-0237-4091-99d4-aaefd207e8ea.html
44,珠江人寿保险股份有限公司,珠江汇赢1号终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/0ea8aae1-3dc4-4af6-b3b3-1d1dafb4e583.html
45,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司花样年华终身寿险（B款）,http://www.iachina.cn/IC/tkk/01/f41f6202-d61e-46bc-b2ef-8d20a4801524.html
46,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司花样年华终身寿险（F款）,http://www.iachina.cn/IC/tkk/01/b50ea6fc-de23-4abc-b9d7-a9a603577eec.html
47,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司一生守护终身寿险,http://www.iachina.cn/IC/tkk/01/74b68048-a72f-47ca-a3fa-7a2c40a9972b.html
48,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司花样年华终身寿险（C款）,http://www.iachina.cn/IC/tkk/01/52bc3d96-0678-4fb5-8325-c02df7e5e1d0.html
49,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司花样年华终身寿险（E款）,http://www.iachina.cn/IC/tkk/01/463ade7a-1e8f-4669-b007-6cba08cf52e6.html
50,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司花样年华终身寿险（D款）,http://www.iachina.cn/IC/tkk/01/3a4c8338-0455-4356-b20a-8cd138dbc8a0.html
51,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司钱程似锦投资连结保险,http://www.iachina.cn/IC/tkk/01/dfbe2369-95ba-4346-a115-34bb6704f3a6.html
52,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司财富优选投资连结保险（A款）,http://www.iachina.cn/IC/tkk/01/d65831f8-1b85-4154-a52c-0342832725af.html
53,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司财富传家终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/cc3fd439-6451-49b4-8b1e-c2b1c6bf030f.html
54,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司财富优选投资连结保险（B款）,http://www.iachina.cn/IC/tkk/01/79b63770-dbfa-400c-a54f-ba7c311b8919.html
55,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司花样年华终身寿险（E款）,http://www.iachina.cn/IC/tkk/01/1100a392-0bdb-4590-af6a-8ad642eb197b.html
56,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司财富传家终身寿险（万能型）,http://www.iachina.cn/IC/tkk/01/fc850c4b-3a5f-4abe-875f-0e4ef397ac11.html
57,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司财富精选投资连结保险（B款）,http://www.iachina.cn/IC/tkk/01/ce0385e1-a986-4dbf-99e1-05f467e70783.html
58,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司一生守护终身寿险,http://www.iachina.cn/IC/tkk/01/97c9474a-65ff-403e-bb80-326c5899c36a.html
59,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司财富优选投资连结保险（A款）,http://www.iachina.cn/IC/tkk/01/4474f74c-e3f7-4405-a1f3-79d49a459bc4.html
60,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司财富优选投资连结保险（B款）,http://www.iachina.cn/IC/tkk/01/41b60d7f-5cf7-4276-83dc-f85f7a9c29e6.html
61,中美联泰大都会人寿保险有限公司,联泰大都会人寿保险有限公司财富智选投资连结保险,http://www.iachina.cn/IC/tkk/01/11adc4f6-95b6-4894-9efc-67e3222a9f50.html
62,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司花样年华终身寿险（D款）,http://www.iachina.cn/IC/tkk/01/d8d69a7c-1925-40a9-8545-d1c43994e05d.html
63,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司花样年华终身寿险（F款）,http://www.iachina.cn/IC/tkk/01/d7766cb4-8cfb-43f8-8399-c66e9e540719.html
