ID,COMPANY,PRODUCTION,DETAIL
1,安邦人寿保险股份有限公司,安邦价值增长999号年金保险（分红型）A款,http://www.iachina.cn/IC/tkk/01/d58900eb-0d4d-48a6-9f2c-028846e3632e.html
2,安邦人寿保险股份有限公司,安邦价值增长888号年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/89fafd03-6eac-4b4e-8242-872fe963c702.html
3,安邦人寿保险股份有限公司,安邦价值增长2号年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/5132719a-2806-4389-a7b8-54100023e16b.html
4,安邦人寿保险股份有限公司,安邦价值增长777号年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/42951333-0377-4fb8-852e-6ecfe7f0fa5f.html
5,安邦人寿保险股份有限公司,安邦团体年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/fb9e4701-94fc-4d94-a697-d4fc6f0b9b0e.html
6,安邦人寿保险股份有限公司,安邦呵护一生年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/cf8aecc7-eddc-438c-a48e-cbcbdf0b99d5.html
7,安邦人寿保险股份有限公司,安邦团体年金保险（万能型）,http://www.iachina.cn/IC/tkk/01/6ad6996f-bb7e-454a-9978-ac67aefd3d9e.html
8,长城人寿保险股份有限公司,长城鑫相随年金保险B款（分红型）,http://www.iachina.cn/IC/tkk/01/172d21ba-2400-4eeb-8392-742e4698e199.html
9,恒安标准人寿保险有限公司,恒安标准幸福到老年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/9ce3899b-b124-493b-bfbd-9ef5ae123470.html
10,恒安标准人寿保险有限公司,恒安标准金福缘年金保险（分红型）（A款）,http://www.iachina.cn/IC/tkk/01/88477569-b83c-4dfe-91dc-07015b74a0fc.html
11,恒安标准人寿保险有限公司,恒安标准团体养老金投资连结保险,http://www.iachina.cn/IC/tkk/01/4f81d65d-4f51-4e92-9497-d68630ad2a6f.html
12,恒安标准人寿保险有限公司,恒安标准金福来养老年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/16172d04-2528-44ec-958e-b1be78a9f9e4.html
13,华夏人寿保险股份有限公司,华夏福临门年金保险（2014）,http://www.iachina.cn/IC/tkk/01/e3b57196-613c-4e4f-8603-ef18f913b864.html
14,农银人寿保险股份有限公司,农银金色人生年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/dc14efcf-efbf-4040-ac1d-6993e2e1acea.html
15,瑞泰人寿保险有限公司,瑞泰智慧人生-团体投资连结保险（B款）,http://www.iachina.cn/IC/tkk/01/8cd076e4-8f8c-4fb9-a917-3e7b10a90ce4.html
16,中意人寿保险有限公司,中意金享年年年金保险（分红型）,http://www.iachina.cn/IC/tkk/01/bcb33e45-363e-4fcd-ae40-a1c8ceb3e03c.html
17,中意人寿保险有限公司,中意优享年金保险,http://www.iachina.cn/IC/tkk/01/013bf405-d29c-481b-93e2-e45bb595ca0f.html
18,太平养老保险股份有限公司,太平盛世团体年金保险（分红型),http://www.iachina.cn/IC/tkk/01/bf262f88-c193-4570-80b9-b0c808ee22a7.html
19,太平养老保险股份有限公司,太平盛世祥和补充养老团体年金保险（分红型),http://www.iachina.cn/IC/tkk/01/72bf5954-a237-45c2-86f6-296043d081a8.html
20,太平养老保险股份有限公司,太平盛世保险金转换年金保险,http://www.iachina.cn/IC/tkk/01/3b6e8148-46a2-4ef8-8e21-e769205b56ce.html
21,中意人寿保险有限公司,中意福裕相伴年金保险A款（分红型）,http://www.iachina.cn/IC/tkk/01/eb8bb027-183e-4be0-8adc-2ecb887a3071.html
22,中意人寿保险有限公司,中意福瑞来年金保险(分红型),http://www.iachina.cn/IC/tkk/01/d0bd0f65-5e38-4962-b437-2f9b4b7f0a8e.html
