ID,COMPANY,PRODUCTION,DETAIL
1,泰康养老保险股份有限公司,泰康金理财养老保障委托管理产品,http://www.iachina.cn/IC/tkk/01/0ad16c1c-c548-4691-81e3-dd34c9db4b86.html
2,太平养老保险股份有限公司,太平金世信福养老保障管理产品,http://www.iachina.cn/IC/tkk/01/abf49565-6a46-4095-9bff-8ddf4cc5daa8.html
3,太平养老保险股份有限公司,太平金世养老保障管理产品,http://www.iachina.cn/IC/tkk/01/06cca2df-5689-4b5b-ad05-4d3b9023009b.html
4,太平养老保险股份有限公司,太平金世久久养老保障管理产品,http://www.iachina.cn/IC/tkk/01/05acbcf0-6f50-4f7f-85ed-68deeb3798cd.html
5,太平养老保险股份有限公司,太平农行金世智达养老保障管理产品,http://www.iachina.cn/IC/tkk/01/d1b5bfb3-8f17-40f8-af6a-9062b84a9bab.html
6,中国人寿养老保险股份有限公司,国寿福寿鑫瑞团体养老保障管理产品,http://www.iachina.cn/IC/tkk/01/24204288-2660-4ca9-bc92-cafdcdfcc00a.html
7,中国人寿养老保险股份有限公司,国寿福寿嘉年养老保障管理产品报备材料,http://www.iachina.cn/IC/tkk/01/72c08549-5f8b-431b-b55f-73aae07db229.html
8,中国人寿养老保险股份有限公司,国寿福寿丰年养老保障管理产品,http://www.iachina.cn/IC/tkk/01/5f9caa50-5467-46f9-a931-97bdfa69e70f.html
9,中国人寿养老保险股份有限公司,国寿福寿广源养老保障管理产品,http://www.iachina.cn/IC/tkk/01/24d717dc-c57a-4602-8b87-7a2db159cd19.html
10,中国人寿养老保险股份有限公司,国寿福盈今生个人养老保障管理产品,http://www.iachina.cn/IC/tkk/01/1c71c4d6-8a2e-42a1-b945-e08faa661d67.html
11,中国人寿养老保险股份有限公司,国寿福寿延年养老保障管理产品,http://www.iachina.cn/IC/tkk/01/14aea110-8253-450e-8dd0-2b494450c129.html
12,中国人寿养老保险股份有限公司,国寿丰盈久久养老保障管理产品,http://www.iachina.cn/IC/tkk/01/7ad6c10c-2431-4599-bfb7-295217a2f34a.html
13,安邦养老保险股份有限公司,安邦养老养生6号个人养老保障管理产品,http://www.iachina.cn/IC/tkk/01/ac97bf3c-6c87-429f-81e3-82e0725ce2dc.html
14,中国人民养老保险有限责任公司,人保养老宏裕集合型团体养老保障管理产品,http://www.iachina.cn/IC/tkk/01/a96b478d-e817-4ddb-becf-6e04074d8cc2.html
15,泰康养老保险股份有限公司,泰康永泰养老保障管理产品,http://www.iachina.cn/IC/tkk/01/f5e9fbac-964f-4c35-84c1-368ebea19cbb.html
16,泰康养老保险股份有限公司,泰康金色瑞泰养老保障管理产品,http://www.iachina.cn/IC/tkk/01/ea46a281-0244-478f-8eb6-6f8b50beaffc.html
17,泰康养老保险股份有限公司,泰康汇选民泰养老保障管理产品,http://www.iachina.cn/IC/tkk/01/e35b6261-a57d-44bc-91d7-d0169c6dcab8.html
18,泰康养老保险股份有限公司,泰康汇选信泰养老保障管理产品,http://www.iachina.cn/IC/tkk/01/ce2dc5aa-8b79-4aa2-831a-c82ad80037ce.html
19,泰康养老保险股份有限公司,泰康智选永泰集合型团体养老保障管理产品,http://www.iachina.cn/IC/tkk/01/c3b4089d-5711-4437-be3f-849d0ac1c56b.html
20,泰康养老保险股份有限公司,泰康汇选乐泰养老保障管理产品,http://www.iachina.cn/IC/tkk/01/c19e957b-8b60-463a-9ce0-0fe902a386ed.html
