ID,COMPANY,PRODUCTION,DETAIL
1,安邦人寿保险股份有限公司,安邦女性安康团体疾病保险,http://www.iachina.cn/IC/tkk/01/654bd348-6b83-4b93-8c38-7600e22751af.html
2,泰康人寿保险有限责任公司,泰康附加少儿白血病疾病保险,http://www.iachina.cn/IC/tkk/01/4f43838f-e3d2-431b-91f4-c84ad24364ac.html
3,中意人寿保险有限公司,中意e路成长少儿疾病保险,http://www.iachina.cn/IC/tkk/01/e4e3854a-b43e-4411-a3d4-6ce83f118b3d.html
4,中意人寿保险有限公司,中意附加至尊康逸行疾病保险,http://www.iachina.cn/IC/tkk/01/d714caa6-94dc-4e83-a1e9-6dd9b0b258e8.html
5,中意人寿保险有限公司,中意附加百万宝贝专项疾病保险,http://www.iachina.cn/IC/tkk/01/c10d542e-3056-4389-a83b-ac4a3b46ecfe.html
6,中意人寿保险有限公司,中意附加年年安康女性母爱疾病保险,http://www.iachina.cn/IC/tkk/01/b6b9ae11-ed33-4ca5-a052-531ed649ad23.html
7,中意人寿保险有限公司,中意附加至尊康逸行女性母爱疾病保险,http://www.iachina.cn/IC/tkk/01/b0f45e90-bbd0-4885-8f65-ee42001ac23f.html
8,中意人寿保险有限公司,中意附加康乐疾病保险,http://www.iachina.cn/IC/tkk/01/a20013f1-cdd1-4a9d-a1ac-d3f718ba5372.html
9,中意人寿保险有限公司,中意附加投保人子女生活保障疾病保险,http://www.iachina.cn/IC/tkk/01/9c3b32b6-1571-4e5c-b891-aa6d65d72fee.html
10,中意人寿保险有限公司,中意附加康乐豁免保险费疾病保险,http://www.iachina.cn/IC/tkk/01/96923b34-be21-44be-a0c7-8a345f439258.html
11,中意人寿保险有限公司,中意附加至尊康逸行女性疾病保险,http://www.iachina.cn/IC/tkk/01/63ede050-36b8-4b75-8ccf-19b5f91008d6.html
12,中意人寿保险有限公司,中意附加康逸行女性母爱疾病保险,http://www.iachina.cn/IC/tkk/01/4b2f7d6a-83a7-4d2f-9a3a-a0dbd730e640.html
13,中意人寿保险有限公司,中意附加康逸行疾病保险,http://www.iachina.cn/IC/tkk/01/48aed49a-826f-4aff-97d0-12b3d630df0c.html
14,中意人寿保险有限公司,中意附加福康相伴疾病保险,http://www.iachina.cn/IC/tkk/01/2bc77c31-6cc6-4768-b9fe-ea7ff5e2b9f2.html
15,中意人寿保险有限公司,中意附加康逸行女性疾病保险,http://www.iachina.cn/IC/tkk/01/1f006ba1-8394-43cd-be1f-ccef777ada82.html
16,太平养老保险股份有限公司,太平附加盛世团体婴儿特定疾病保险,http://www.iachina.cn/IC/tkk/01/87c9752e-bd23-4eb6-a1e5-754f901945c0.html
17,太平养老保险股份有限公司,太平盛世团体艾滋病病毒感染疾病保险,http://www.iachina.cn/IC/tkk/01/11d83c29-69f7-49cd-842c-7291a53d2167.html
18,太平养老保险股份有限公司,太平盛世团体女性疾病保险,http://www.iachina.cn/IC/tkk/01/05838b04-9073-45f8-872e-316375bb4da4.html
19,中意人寿保险有限公司,中意附加理财儿童疾病保险,http://www.iachina.cn/IC/tkk/01/f4fece26-5ae8-4c75-9739-06ba7f13632e.html
20,中意人寿保险有限公司,中意附加福裕相伴豁免保险费疾病保险A款,http://www.iachina.cn/IC/tkk/01/e2345c2f-ede9-4529-a283-07dfd602fd4c.html
21,中意人寿保险有限公司,中意附加豁免保险费疾病保险,http://www.iachina.cn/IC/tkk/01/94eca063-9dec-4ea3-b8bb-1b2dfcf03a63.html
22,中意人寿保险有限公司,中意附加乐安福女性母爱疾病保险,http://www.iachina.cn/IC/tkk/01/932f7423-4863-46f8-87fe-fed9ed63e82e.html
23,中意人寿保险有限公司,中意附加年年安康女性疾病保险,http://www.iachina.cn/IC/tkk/01/4ce87aef-c1cb-4732-886e-828da7578a0d.html
24,中意人寿保险有限公司,中意附加永康豁免保险费疾病保险,http://www.iachina.cn/IC/tkk/01/496ee0ca-b839-469b-b278-a03ee07aaa5d.html
25,中意人寿保险有限公司,中意附加福裕相伴豁免保险费疾病保险B款,http://www.iachina.cn/IC/tkk/01/2d4dd121-2bef-42f1-8796-cb76a73f65ee.html
26,中意人寿保险有限公司,中意附加年年安康疾病保险(A款),http://www.iachina.cn/IC/tkk/01/1d0d58f9-64dc-4e52-bd6a-1c22ac3f5190.html
27,中意人寿保险有限公司,中意附加年年安康疾病保险,http://www.iachina.cn/IC/tkk/01/0b991fe8-8d5c-4b38-8af4-e3c2e7c6cbdc.html
28,中意人寿保险有限公司,中意附加辉煌未来少儿疾病保险,http://www.iachina.cn/IC/tkk/01/ba784b64-9df1-4fe6-8ae7-d42d55613251.html
29,中意人寿保险有限公司,中意附加年年创意女性专项疾病保险,http://www.iachina.cn/IC/tkk/01/8d72a5d3-a39f-4446-957d-cae6e30a906d.html
30,中意人寿保险有限公司,中意附加少儿疾病保险,http://www.iachina.cn/IC/tkk/01/68920dcb-dd14-42b7-bee6-90c39ef22bf7.html
31,中意人寿保险有限公司,中意附加瑞利年年疾病保险,http://www.iachina.cn/IC/tkk/01/52906724-07d7-427f-8756-ba50f4338f1f.html
32,中意人寿保险有限公司,中意附加儿童疾病保险,http://www.iachina.cn/IC/tkk/01/2c22cc4d-6744-4a6f-94a4-a94aae32da54.html
33,信诚人寿保险有限公司,信诚附加「及时予」长期疾病保险C款,http://www.iachina.cn/IC/tkk/01/ea94ae12-9e15-4f7b-9944-656626336b2f.html
34,信诚人寿保险有限公司,信诚附加至尊「悦·享」长期疾病保险,http://www.iachina.cn/IC/tkk/01/c905c947-d233-47b2-8435-2b467c093e1f.html
35,信诚人寿保险有限公司,信诚附加「安心倚」长期健康保险,http://www.iachina.cn/IC/tkk/01/750e74a1-94c5-4984-8b03-bd067db806ce.html
36,信诚人寿保险有限公司,信诚附加「及时予」长期疾病保险C款,http://www.iachina.cn/IC/tkk/01/1c3ddb74-659a-4201-87a3-b1c46f036aee.html
37,中国太平洋人寿保险股份有限公司,优生优育疾病保险（B款）,http://www.iachina.cn/IC/tkk/01/c0c23c80-bc7f-4d55-8116-fe0a48639883.html
38,中国人寿保险股份有限公司,国寿女性安康团体疾病保险,http://www.iachina.cn/IC/tkk/01/0552c30b-78e8-4c27-9576-7df7e8d40c01.html
39,恒安标准人寿保险有限公司,恒安标准附加少儿特定疾病保险,http://www.iachina.cn/IC/tkk/01/43348e16-0742-4f99-acc7-e582a42d3172.html
40,信诚人寿保险有限公司,信诚附加至尊「悦·享」长期疾病保险,http://www.iachina.cn/IC/tkk/01/e01b6890-5c66-46d2-9344-844332952a40.html
41,中新大东方人寿保险有限公司,中新大东方关爱女性疾病保险,http://www.iachina.cn/IC/tkk/01/5465958f-b5a0-4be5-ae81-217e6010715d.html
42,太平人寿保险有限公司,太平爱健康特定疾病保险,http://www.iachina.cn/IC/tkk/01/f036a585-193d-46b1-a5d7-ede38d9fd8fc.html
43,生命人寿保险股份有限公司,富德生命永丽女性特有疾病保险,http://www.iachina.cn/IC/tkk/01/84120425-4078-4eeb-a78f-2cb8373265d8.html
44,中国太平洋人寿保险股份有限公司,附加疫苗接种团体特定疾病保险,http://www.iachina.cn/IC/tkk/01/053f1df5-cc36-46e9-bd8b-1da726513ad7.html
45,和泰人寿保险股份有限公司,和泰女性特定疾病保险（A款）,http://www.iachina.cn/IC/tkk/01/f25a0e25-708e-48d4-9915-6cce68229c39.html
46,中国人民人寿保险股份有限公司,人保寿险金色天使疾病保险,http://www.iachina.cn/IC/tkk/01/8dda4e63-5f08-4917-89af-0eec5a707343.html
47,中德安联人寿保险有限公司,安联附加豁免保险费疾病保险,http://www.iachina.cn/IC/tkk/01/bdbd51eb-2905-4e05-9144-27555087031d.html
48,中德安联人寿保险有限公司,安联附加超级随心少儿长期疾病保险,http://www.iachina.cn/IC/tkk/01/6d79f061-1862-4b83-9793-e8a5288e1258.html
49,友邦人寿保险有限公司,友邦附加全佑轻无忧豁免保险费疾病保险,http://www.iachina.cn/IC/tkk/01/ab25ce87-0348-49fc-952b-8f6370d3be8d.html
50,中华联合人寿保险股份有限公司,中华附加早期危重疾病豁免保费团体疾病保险,http://www.iachina.cn/IC/tkk/01/26f06878-fbe5-4668-b286-bdc39d1f8cf9.html
51,华夏人寿保险股份有限公司,华夏附加普惠保团体终身特定疾病保险,http://www.iachina.cn/IC/tkk/01/b06f1b43-9639-4595-835c-07df5b00f83a.html
52,信美人寿相互保险社,信美相互i健康心脏保定期含身故团体疾病保险,http://www.iachina.cn/IC/tkk/01/b9cea6d0-c2d0-41dd-b6fa-1270cb2ad22b.html
53,信美人寿相互保险社,信美相互i健康心脏保终身团体疾病保险,http://www.iachina.cn/IC/tkk/01/81ce13e9-40f5-4802-9baf-307600d4dc12.html
54,信美人寿相互保险社,信美相互i健康心脏保定期团体疾病保险,http://www.iachina.cn/IC/tkk/01/6ffbd6fb-0ef7-4489-b9cf-7ed17563fc66.html
55,信美人寿相互保险社,信美相互i健康心脏保终身含身故团体疾病保险,http://www.iachina.cn/IC/tkk/01/4a82c302-8d6e-4331-a114-911bb43a8f52.html
56,信美人寿相互保险社,信美相互i健康少儿保团体疾病保险,http://www.iachina.cn/IC/tkk/01/00845fec-59ee-494b-8f67-d32b84bde823.html
57,瑞泰人寿保险有限公司,瑞泰女性团体特定疾病保险,http://www.iachina.cn/IC/tkk/01/6531ee3c-0888-4f50-8d76-3d157457a324.html
58,中美联泰大都会人寿保险有限公司,中美联泰大都会人寿保险有限公司附加都会康悦轻症疾病保险,http://www.iachina.cn/IC/tkk/01/e6568a4f-b0e4-4029-b676-5b216b272264.html
59,幸福人寿保险股份有限公司,幸福安享幸福恶性肿瘤疾病保险,http://www.iachina.cn/IC/tkk/01/d5c74c67-e941-4759-9a29-0c4ca63a9741.html
