ID,COMPANY,PRODUCTION,DETAIL
1,泰康养老保险股份有限公司,泰康康乐保个人税收优惠型健康保险B款（万能型）,http://www.iachina.cn/IC/tkk/01/866adb47-f3be-4e60-90f0-20712bd639c1.html
2,泰康养老保险股份有限公司,泰康康乐保个人税收优惠型健康保险A款（万能型）,http://www.iachina.cn/IC/tkk/01/37b13106-fa43-4113-b23e-36ca334e1aff.html
3,太平人寿保险有限公司,太平个人税收优惠型健康保险B款（万能型）,http://www.iachina.cn/IC/tkk/01/824d96bc-68ac-4eca-b2dc-f4c09d01e121.html
4,太平人寿保险有限公司,太平个人税收优惠型健康保险A款（万能型）,http://www.iachina.cn/IC/tkk/01/4fee3434-c8ec-45c0-961b-caa563cd4ff9.html
5,中国太平洋人寿保险股份有限公司,个人税收优惠型健康保险（万能型）A1款,http://www.iachina.cn/IC/tkk/01/41c96123-580c-4ee6-92b9-c2fe121b23de.html
6,中国太平洋人寿保险股份有限公司,个人税收优惠型健康保险（万能型）B1款,http://www.iachina.cn/IC/tkk/01/8a10a3af-2a73-47ee-bff3-211859c7a240.html
7,中国平安人寿保险股份有限公司,平安税优保个人税收优惠型健康保险（万能型）,http://www.iachina.cn/IC/tkk/01/a59f68ee-2c78-498e-a6e5-f6d5eea8ea75.html
8,中国人民健康保险股份有限公司,中国人民健康保险股份有限公司个人税收优惠型健康保险（万能型）A款,http://www.iachina.cn/IC/tkk/01/97fd28cf-8d35-4f08-88af-48257f725dfb.html
9,中国人民健康保险股份有限公司,中国人民健康保险股份有限公司爱健康个人税收优惠型健康保险（万能型）A款,http://www.iachina.cn/IC/tkk/01/a990f0fd-939b-45b2-af21-35f6708834f4.html
10,新华人寿保险股份有限公司,新华人寿保险股份有限公司个人税收优惠型健康保险（万能型）B款,http://www.iachina.cn/IC/tkk/01/34becdf6-dbd9-4e71-a53d-cb924de5a532.html
11,新华人寿保险股份有限公司,新华人寿保险股份有限公司个人税收优惠型健康保险（万能型）A款,http://www.iachina.cn/IC/tkk/01/02b6256c-f9c5-4ea4-933b-deace5f94f20.html
12,阳光人寿保险股份有限公司,阳光人寿岁康保个人税收优惠型健康保险D款（万能型）,http://www.iachina.cn/IC/tkk/01/f209b2e5-63ec-4ff5-8e26-2e012920c10e.html
13,中国人寿保险股份有限公司,国寿个人税收优惠型健康保险（万能型）B款（2016版）,http://www.iachina.cn/IC/tkk/01/c5f8c11e-f0d5-472a-9f35-f12ec3c0b347.html
14,中国人寿保险股份有限公司,国寿个人税收优惠型健康保险（万能型）A款（2016版）,http://www.iachina.cn/IC/tkk/01/a4a38c3e-ef44-4057-9044-f9ce29dfbb58.html
15,东吴人寿保险股份有限公司,东吴健康保个人税收优惠型健康保险A1款（万能型）,http://www.iachina.cn/IC/tkk/01/4c20cabb-ff2c-4bcd-aef0-f6580c86ec22.html
16,中意人寿保险有限公司,中意岁岁无忧个人税收优惠型健康保险A款（万能型）,http://www.iachina.cn/IC/tkk/01/b72b2671-20e7-4cd0-bc92-2b1633dc9544.html
17,中意人寿保险有限公司,中意岁岁无忧个人税收优惠型健康保险B款（万能型）,http://www.iachina.cn/IC/tkk/01/bd681f1a-81a7-4fd0-b5d4-fd56c5da76d9.html
18,国华人寿保险股份有限公司,国华华宝无忧个人税收优惠型健康保险（万能型）B款,http://www.iachina.cn/IC/tkk/01/eaa688b6-70db-4a3e-9855-4cfb24fa5d71.html
19,民生人寿保险股份有限公司,民生惠康保个人税收优惠型健康保险A款（万能型）,http://www.iachina.cn/IC/tkk/01/c19818ec-adc3-49b3-8020-c0f321fc2ea9.html
